	작성시간	작성자	위치	내용	좋아요수	해쉬태그
0	2018-06-09T03:36:31.000Z	88.11.02	여의동주민센터	0	70	0
1	2017-05-05T05:20:17.000Z	felixsuh	여의동주민센터	0	74	0
2	2017-05-05T07:53:21.000Z	gorgeoushong	여의동주민센터	민주주의의_꽃_#선거_소중한_한표_행사하기!🗳	107	#선거
3	2017-06-30T13:23:31.000Z	infaco_min	여의동주민센터	와이프랑_장모님이랑_셋이_카페갔다_오는길_차사고_난줄알았는데_자세히보니_드라마촬영중_설마_쌈마이웨이는_아니겠지_했는데_ㅋㅋ_쉐끼들_ㅋㅋ_이쁘네_#쌈마이웨이_#드라마_#촬영중_#여의도_#김주만_#백설희	147	#쌈마이웨이_#드라마_#촬영중_#여의도_#김주만_#백설희
4	2017-05-04T05:43:09.000Z	a_anne0513	여의동주민센터	🖒_#대통령선거/#사전투표/#여의동주민센터/#선거/#투표/#투표인증/#vote	59	#대통령선거_#사전투표_#여의동주민센터_#선거_#투표_#투표인증_#vote
5	2017-05-05T03:52:33.000Z	lowell_h.b.lee	여의동주민센터	#19대대통령선거_#사전투표_#여의동주민센터	18	#19대대통령선거_#사전투표_#여의동주민센터
6	2017-05-04T04:35:28.000Z	baegie.h	여의동주민센터	#사전투표_#투표인증_#piginthegarden_#아보카도샐러드/사전투표_했으니_맘_편히_출국_가능💃🏻_뿌듯!!_사전투표장_옥상에서_투표_후_먹은_아보카도_샐러드는_꿀맛~.~_내일_공항으로_치킨런_할_일만_남았다🐔	43	#사전투표_#투표인증_#piginthegarden_#아보카도샐러드
7	2018-06-09T10:45:13.000Z	hell_oooooo	여의동주민센터	투표소에_가서도_#엄근진_😑/-/#깐느_#현준_#닭띠맘_#D+137days_#투표소사로잡은_#인기쟁이_#장회장님	34	#엄근진_#깐느_#현준_#닭띠맘_#D_#투표소사로잡은_#인기쟁이_#장회장님
8	2020-04-10T06:24:28.000Z	unistargram7	여의도동_주민센터	[빛나는🌟여의도]_#415총선_똑똑한_유권자!/./🗳_#제21대국회의원선거_#영등포을_#여의동_#사전투표_#여의동주민센터_에서_#코로나19_에도_불구하고,_#마스크_착용,_#발열체크,_#손세정제_소독,_#사회적거리_유지_위한_5명씩_입장하기,_비닐장갑_착용,_#신분증_확인_후_투표용지_수령의_과정을_거쳐_소중한_권리_행사로_우리_미래에_한_표를_행사했습니다!_🚫_#찍자우리415/・・・/#여의도_#정치1번지_#국회의사당_#신길동_#신길제1동,_#신길제4동,_#신길제5동,_#신길제6동,_#신길제7동,_#대림동_#대림제1동,_#대림제2동,_#대림제3동_#국회의원_#연정학생회동행_#투표하는연정은_#정치외교학과/・・・	241	#415총선_#제21대국회의원선거_#영등포을_#여의동_#사전투표_#여의동주민센터_#코로나19_#마스크_#발열체크_#손세정제_#사회적거리_#신분증_#찍자우리415_#여의도_#정치1번지_#국회의사당_#신길동_#신길제1동_#신길제4동_#신길제5동_#신길제6동_#신길제7동_#대림동_#대림제1동_#대림제2동_#대림제3동_#국회의원_#연정학생회동행_#투표하는연정은_#정치외교학과
9	2020-02-05T01:47:42.000Z	haneul_0112	0	전주에_드디어_눈이_☃️/회사앞에_눈이_쌓여_낙서좀_해봤어요😊👍/(깨알_회사홍보중👍❤_우디회사_좋아여)/진짜_차량부터_기사님들까지_No.1_오예✋😎/코로나_진짜_빨리_훠이훠이,,,젭알,,,,,,🙏_#전주_#여의동_#금암동_#찬누리리무진_#찬누리투어_#28인승리무진_#공항수송_#전세버스문의_#문의환영_#일개미_#육아소통_#육아_#일상_#데일리_#셀피_#셀카_#이쁜척_#멍스타그램_#젊줌마_#주부스타그램_#맘스타그램_#육아맘_#자매맘_#도치맘_#워킹맘_#전주맘	72	#전주_#여의동_#금암동_#찬누리리무진_#찬누리투어_#28인승리무진_#공항수송_#전세버스문의_#문의환영_#일개미_#육아소통_#육아_#일상_#데일리_#셀피_#셀카_#이쁜척_#멍스타그램_#젊줌마_#주부스타그램_#맘스타그램_#육아맘_#자매맘_#도치맘_#워킹맘_#전주맘
10	2019-10-02T13:21:39.000Z	kimseoungkwon	탄소자동차	비오는_날_동산_여의동_맛집_두레숫불갈비에서_정말_맛있어요.숫불갈비_맛있게_구워주셔서_감사해요♡♡♡/./#전주#동산동#여의동#완주#수제갈비#함흥냉면#육회#갈비탕#점심특선#월드컵경기장#탄소산업#하가지구#전주IC#여기가끝이아니다#쵝오에요.	179	#전주_#동산동_#여의동_#완주_#수제갈비_#함흥냉면_#육회_#갈비탕_#점심특선_#월드컵경기장_#탄소산업_#하가지구_#전주IC_#여기가끝이아니다_#쵝오에요
11	2020-01-19T06:16:51.000Z	chill__.23	0	구름표_김빱🍚	42	
12	2020-03-08T07:56:00.000Z	mbo_25_	0	불만_한가득!	189	
13	2019-08-31T05:06:51.000Z	chlthekal	Seoul,_South_Korea	맞팔해요😄😄	149	
14	2020-03-31T12:04:42.000Z	hye_baragi_s	Jeonju	슨생님들_담엔_제가_모실게여😖	49	
15	2020-01-23T02:57:31.000Z	yarim722	Jeonju,_Korea	0	70	0
16	2020-03-10T15:12:41.000Z	yarim722	0	봄봄봄💗🌸🌷💐✨_-//봄_하면,_버스커버스커_벚꽃엔딩_이죠🤩/설레는_봄👧🏻	42	
17	2020-03-19T08:07:11.000Z	minjung__lee	Jeonju,_Korea	먹을거_다_먹어놓고_다이어트하자고_하면_나능_.._🙅🏻‍♀️	894	
18	2020-04-02T12:46:58.000Z	sexy_2soon	0	#산장_#황금보다좋은휴무_#서비스감사합니다!!	47	#산장_#황금보다좋은휴무_#서비스감사합니다
19	2020-02-18T10:13:21.000Z	minjung__lee	Seoul,_Korea	웃는거_어색해서_우야지	405	
20	2020-03-10T01:35:32.000Z	son__stagram6	0	황홀하다_황홀해..!!🤩/././#여의도맛집_#여의도한강공원_#여의도카페_#여의도역맛집_#여의도역카페_#샛강역맛집_#여의동_#ifc몰맛집_#여의도ifc몰_#신길동맛집_#신길동카페	102	#여의도맛집_#여의도한강공원_#여의도카페_#여의도역맛집_#여의도역카페_#샛강역맛집_#여의동_#ifc몰맛집_#여의도ifc몰_#신길동맛집_#신길동카페
21	2019-06-25T11:41:58.000Z	yeonscong	하이엔드_제주	0	693	0
22	2019-10-28T13:51:37.000Z	_jiyaa_____	0	0	110	0
23	2020-02-24T09:24:48.000Z	jd_ping7	0	떠라가_찍어준_나/꽃_협찬은_겨니!/ㆍ/ㆍ/ㆍ/ㆍ/ㆍ/ㆍ/ㆍ/ㆍ/ㆍ/ㆍ/#일상#데일리#24살#졸업생#취준생#시원섭섭#겨니#꽃#고마워#장소#강커피_#떠라랑#우정스타그램#셀스타그램#얼스타그램#전주#여의동#이쁜#카페에서#일상#데일리#daily#selfie#꽃스타그램#대학생#아니라#서글픔	28	#일상_#데일리_#24살_#졸업생_#취준생_#시원섭섭_#겨니_#꽃_#고마워_#장소_#강커피_#떠라랑_#우정스타그램_#셀스타그램_#얼스타그램_#전주_#여의동_#이쁜_#카페에서_#일상_#데일리_#daily_#selfie_#꽃스타그램_#대학생_#아니라_#서글픔
24	2019-06-03T06:36:19.000Z	e_u_n_s_u	0	0	135	0
25	2020-03-09T05:30:16.000Z	j_marigold_	0	?눈썹??/./././././././././././././/#월요일_#오후_#여의동_#하트꾹_#선팔하면맞팔_#맞팔_#맞팔환영_#하트_#소통_#좋아요반사_#좋튀_#댓글_#선팔맞팔_#팔로잉_#팔로우미_#맞팔해요_#신사동_#심심_#디엠_#21_#followme_#fff_#f4f_#instagood_#likeforfollow_#like4like_#likeforlike_#likeforlikes_#followforfollowback	369	#월요일_#오후_#여의동_#하트꾹_#선팔하면맞팔_#맞팔_#맞팔환영_#하트_#소통_#좋아요반사_#좋튀_#댓글_#선팔맞팔_#팔로잉_#팔로우미_#맞팔해요_#신사동_#심심_#디엠_#21_#followme_#fff_#f4f_#instagood_#likeforfollow_#like4like_#likeforlike_#likeforlikes_#followforfollowback
26	2020-03-19T07:45:39.000Z	minjung__lee	Jeonju,_Korea	햇빛은_좋은데_바람_너무_너무_많이_불엉_🌬	189	
27	2019-12-03T11:18:04.000Z	bjhksm	세상의_모든_아침	여의도_세상의모든아침_방문//계획이_틀어져_예약도_없이_번개로_오게_되었는_데_운_좋게_대기_없이_착석😍😍😍/부라타_앤_보코치니_치즈_샐러드,_샥슈카._킹프라운_토마토_링귀니_주문//부라타치즈와_보코치니치즈_두가지_치즈와_살짝_데쳐서_숨이_죽은_토마토와_그린_들이_레몬_드레싱과_어우려져..._치즈의_담백함은_배가_되고.._상큼한_레몬향이_식욕을_자극😄😄😄😄😀_#샥슈카_는_이름도_생소하다.🙀_이스라엘식_브런치_메뉴란다._쵸리조소세지,_가지,_토마토,_달걀이_들어간_토마토베이스_스튜에_모짜렐라_찌즈가_덮혀져_있다._살짝_매콤해서.._치즈의_느끼함은_느낄_수_없고.._살짝_짭조름한데.._함께나온_깜빠뉴_빵이랑_함께_먹으니_딱이다../이름도_생소한데..._이스라엘_식이라고는_하나_이태리_음식이랑_비슷한듯🤔🤔_하며_많이_먹어본_맛이다._추운날_먹으니_딱이당😘😘😘😘_😀킹프라운_토마토_링귀니/통채로_구운_대하와_바질을_넣은_토마토소스_파스타..._일반_스파게티면을_살짝_눌러놓음_듯한_링귀니_면은_너무_적당히_잘_쌂아져_나왔고..._토마토_베이스소스에서_새우_향이_은은하게_베어나오며..._평범한듯_한_파스타인데.._진짜_맛있게_먹었다..🥰😘🥰😘🥰😘_배가_불러_디져트_못_먹고_나온게_아쉽당😅😅😅😅😅야경이_진짜_좋긴하다.._25층_야경보다_50층_야경이_좋긴하다..._#세상의모든아침_#여의도맛집_#여의도분위기좋은곳_#여의동_#아경맛집_#샥슈카_#부라타치즈_#보코치니치즈샐러드_#초리죠소세지	81	#샥슈카_#세상의모든아침_#여의도맛집_#여의도분위기좋은곳_#여의동_#아경맛집_#샥슈카_#부라타치즈_#보코치니치즈샐러드_#초리죠소세지
28	2020-04-01T13:41:58.000Z	eosnue	여의도한강공원	0	73	0
29	2020-01-09T01:19:03.000Z	haneul_0112	0	우디_회사_사딘_맛집?_👻❣/드뎌_내일_우래기들_본다아~~🥰/내_자유_없어지네(?)_ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ키키키/아니_나는_괜차는데_다들_옆에서_빈린이를_찾네?/앞집이모도_동생들도_7층친구랑_이모도_ㅋㅋㅋㅋㅋㅋ/지연이_이모도_ㅋㅋㅋㅋㅋ_하하하🤣/전주오면_바쁘겠따_너희_조켔따_인기쟁이들_히히_💗//#전주_#일개미_#여의동_#셀피_#셀카_#화장실맛집_#기여운척_#웩_#ㅋㅋㅋㅋㅋ_#찬누리_#우디회사좋아여_#놀러오세요_#전주에서인천공항_#28인승리무진_#리무진버스_#육아소통_#육아_#일상_#데일리_#젊줌마_#주부스타그램_#맘스타그램_#육아맘_#자매맘_#전주맘_#육아맘_#워킹맘	59	#전주_#일개미_#여의동_#셀피_#셀카_#화장실맛집_#기여운척_#웩_#ㅋㅋㅋㅋㅋ_#찬누리_#우디회사좋아여_#놀러오세요_#전주에서인천공항_#28인승리무진_#리무진버스_#육아소통_#육아_#일상_#데일리_#젊줌마_#주부스타그램_#맘스타그램_#육아맘_#자매맘_#전주맘_#육아맘_#워킹맘
30	2019-12-03T05:21:11.000Z	sayhhhhhh03_21	0	#여의동/#마라공방/#골라먹는마라탕/#마라탕/#혼마라탕/#완마라탕/#혀가얼얼/#감각상실/#비글부부/#비글주부/#야매요리/#야매주부/#주부놀이/#새댁일상/#새댁밥상/#먹스타그램/#맛스타그램/#주부스타그램/#부부스타그램/#쿡스타그램/#홈쿡/#집밥/#오늘점심/#오늘밥상/#밥상/#밥순이/#일상/#물고뜯고맛보고즐기고	31	#여의동_#마라공방_#골라먹는마라탕_#마라탕_#혼마라탕_#완마라탕_#혀가얼얼_#감각상실_#비글부부_#비글주부_#야매요리_#야매주부_#주부놀이_#새댁일상_#새댁밥상_#먹스타그램_#맛스타그램_#주부스타그램_#부부스타그램_#쿡스타그램_#홈쿡_#집밥_#오늘점심_#오늘밥상_#밥상_#밥순이_#일상_#물고뜯고맛보고즐기고
31	2020-01-02T00:49:23.000Z	chill__.23	0	변함없이☀️_@rnjsdongun_💙	92	@rnjsdongun
32	2019-12-30T12:32:34.000Z	yy__41	0	볼살만_포동포동해져라얍☆/ㆍ/ㆍ/사진작가_이쁘니_상미❣/#여기는_#여의동_#진풍정_#포토존_#이쁜나무_#liker_#likeforfollow_#fff_#likeforlikes_#followforfollowback_#like4lies_#좋아요_#좋아요반사_#첫줄반사_#인친_#좋반댓_#ootd_#맞팔은댓_#첫줄_#첫줄좋반_#좋반테러_#daily	71	#여기는_#여의동_#진풍정_#포토존_#이쁜나무_#liker_#likeforfollow_#fff_#likeforlikes_#followforfollowback_#like4lies_#좋아요_#좋아요반사_#첫줄반사_#인친_#좋반댓_#ootd_#맞팔은댓_#첫줄_#첫줄좋반_#좋반테러_#daily
33	2020-04-16T07:35:31.000Z	haneul_0112	Jeonju	사무실_베란다에서_꾸어먹은_삼굡짤🍖👍/장보고_다준비한_보람이_있군ㅋㅋㅋㅋㅋㅋ🤭/된장찌개도_끓여가고_김치도_굿굿_!!_❤❤/진짜_존맛탱구리_ㅠㅠㅠㅠ츄르릅_알차게_머금🤤🤤/사진을_잘못찍음ㅋㅋㅋㅋㅋ_먹느라_바쁘구연^^/감사히_잘먹었숩니다_꾸벅_🙋‍♀️🙋‍♀️_다음엔_모먹지?_하하하하하/#전주_#여의동_#사무실_#베란다_#점심시간_#삼겹살파티_#존맛탱_#맛집스타그램_#찬누리_#우디회사짱👍_#배불배불_#캠프온거같아_#날씨도굿_#햇살맛집_#더워효_#익어가는중_#육아소통_#육아_#일상_#데일리_#맛있다그램_#츄릅_#젊줌마_#주부스타그램_#맘스타그램_#육아맘_#자매맘_#도치맘_#워킹맘_#전주맘	60	#전주_#여의동_#사무실_#베란다_#점심시간_#삼겹살파티_#존맛탱_#맛집스타그램_#찬누리_#우디회사짱👍_#배불배불_#캠프온거같아_#날씨도굿_#햇살맛집_#더워효_#익어가는중_#육아소통_#육아_#일상_#데일리_#맛있다그램_#츄릅_#젊줌마_#주부스타그램_#맘스타그램_#육아맘_#자매맘_#도치맘_#워킹맘_#전주맘
34	2020-02-16T01:00:09.000Z	jj_space_interior	Jeonju	푸른솔아파트_102동_부분_리모델링_공사_#전주인테리어_#김제인테리어_#익산인테리어_#도배_#장판_#도배장판_#LED_#LED등_#월세_#여의동_#동산동_#인테리어	12	#전주인테리어_#김제인테리어_#익산인테리어_#도배_#장판_#도배장판_#LED_#LED등_#월세_#여의동_#동산동_#인테리어
35	2019-08-31T05:05:37.000Z	chlthekal	Seoul,_South_Korea	감기조심😭	120	
36	2019-08-16T14:56:35.000Z	yeonscong	광안리_수변공원	0	71	0
37	2020-04-13T02:41:17.000Z	haneul_0112	0	4.13일_탄생일_우겔겔🎂/다들_아침부터_생일이라고_연락주고_🥰❤/선물도_택배며_귀걸이_립스틱_치킨_커피_케익_기프트콘_용돈_등등ㅠㅠ...._왕창_보내주곸ㅋㅋㅋㅋㅋㅋㅠㅠ🤭/유블리들_편지_까지_하하하하ㅋㅋㅋㅋㅋ😂😂❤/인생_헛_살지_않았어ㅠㅠ무한감덩😭😭/여더부운_감사합니당_총총👉💜👈_마음이_중요하지_암!💓/#4.13_#탄생일🎂_#30짤_#계란한판_#오마이갓_#ㅋㅋㅋㅋㅋ_#생일추카_#자축_#서프라이즈_#선물감동_#셀피_#셀카_#f4f_#주인공은나야나_#회사원_#일찍퇴근시켜주세효_#여의동_#육아소통_#육아_#일상_#데일리_#젊줌마_#주부스타그램_#맘스타그램_#육아맘_#자매맘_#도치맘_#워킹맘_#전주맘	72	#4_#탄생일🎂_#30짤_#계란한판_#오마이갓_#ㅋㅋㅋㅋㅋ_#생일추카_#자축_#서프라이즈_#선물감동_#셀피_#셀카_#f4f_#주인공은나야나_#회사원_#일찍퇴근시켜주세효_#여의동_#육아소통_#육아_#일상_#데일리_#젊줌마_#주부스타그램_#맘스타그램_#육아맘_#자매맘_#도치맘_#워킹맘_#전주맘
38	2020-03-03T13:23:18.000Z	spe_ci_al	Jeonju	0	74	0
39	2020-04-02T16:14:56.000Z	sexy_2soon	0	0	37	0
40	2019-06-05T07:28:14.000Z	yeonscong	Busan,_South_Korea	0	109	0
41	2020-02-24T10:30:21.000Z	minjung__lee	Jeonju	날씨는_풀려가는데에_😷	445	
42	2020-01-24T16:30:58.000Z	yeomiii_	0	⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🐟챔치챔치🐟/⠀⠀⠀⠀⠀⠀⠀/⠀⠀⠀⠀⠀⠀⠀/#설연휴_#놀자_#🙇‍♂️🙇‍♀️	39	#설연휴_#놀자_#🙇‍
43	2020-01-13T01:29:42.000Z	blackbro	0	#놀보가_#전주_#여의동_#제육쌈밥_#10000원/./././해금동호회_연주_마치고_회원_분들이랑_갈만한_식당_어디가_있을까_싶어_추천_받은_곳,_전주_여의동(여의도_아닙니다._ㅠㅠㅋㅋ)_놀보가(놀부가_아니고_놀보가_입니다_상호에_주의하세요!)입니다._./././아파트_가에_있고_그리_넓지_않은_가게인데,_우왕///_적당한_단체가_먹기에_나쁘지_않은_맛집이네요._일단_물을_주전자에_미지근한_숭늉으로_주시는_것도_옛스러운데,_딱_먹을만한_밑반찬과_애호박_듬뿍_넣어_맛있는_제육볶음._음..._채소와_고기를_함께_볶아_물이_좀_있는_편이고_고기가_바짝_볶인_느낌은_좀_덜하지만_나름_괜찮았어요//_ㅋㅋㅋ_그리고_진짜는_바로!!_(뚜둥!!)_다양한_쌈채소와_우렁막장이죳!_>_<!!_쫄깃쫄깃_씹는_맛도_좋고_짭쪼롬해서_고기없이_쌈채소랑_먹기에도_좋규///_ㅋㅋㅋ_무엇보다_함께하신_분들_모두_만족하셔서_참_좋았어요._^^_ㅋㅋㅋ/./././#식사리뷰/./././#다식일기	55	#놀보가_#전주_#여의동_#제육쌈밥_#10000원_#식사리뷰_#다식일기
45	2017-05-05T07:35:14.000Z	xbv	여의동주민센터	국적확인_정체성확인	138	
46	2018-06-09T01:14:55.000Z	huhhyungman	여의동주민센터	#사전투표	14	#사전투표
47	2017-05-04T05:01:40.000Z	baegie.h	여의동주민센터	#avocadolover_#어린이날이브/출근길을_헬로_만들어_주는_9호선도,_마찬가지로_헬인_로비_엘베도_텅텅_빈_어린이날이브에_아보카도_노트_선물받음😚_매력있어......._참친구_@mpphs_오래가자	35	#avocadolover_#어린이날이브_@mpphs
48	2017-05-05T04:51:55.000Z	lvkyeun_	여의동주민센터	0	77	0
49	2018-10-17T09:09:49.000Z	etomo_official	여의도동_주민센터	ep.313.뉴욕스타일_마지막/./뉴욕_촬영후_허파에_아메리칸드림이_꽉차버린_찌롱이의_미국진출_찬반_백분토론/./반대쪽_논객으로_참여한_약력부자의_어마어마한_약력분량/./사랑하느라_바쁠텐데도_참여해준거_내가_다_고맙/./그리고_예능_기대주,_유망주,_블루칩/해양생물전문가수_길/./그때_오디오로_들리는_찌롱이의_오늘은_해삼인데_드립이_킬포/./마지막으로_(그냥)여의도_사는_정형돈씨/./#무능시32번정답영상	2,784	#무능시32번정답영상
51	2020-04-11T03:44:04.000Z	ho_stagram_	여의도동_주민센터	투표합시다🙃	98	
52	2018-06-09T04:39:39.000Z	_bisou_magique_	여의동주민센터	미션_완료!_토요일_출근러는_다시_일하러_간다_흑흑	15	
53	2017-05-09T02:42:36.000Z	kookgram_	여의동주민센터	#대선_#투표_#daily	20	#대선_#투표_#daily
54	2016-08-26T04:36:30.000Z	king_sejun	여의동주민센터	날씨가_너무_좋아_긴팔입어도_안덥다니	22	
55	2017-05-04T08:16:21.000Z	luvjust	여의동주민센터	벌써_목요일.._할_일은_하고_할_일_하자😅/#대통령선거#사전투표#여의동주민센터#화이팅이님#남의동네#투표인증	26	#대통령선거_#사전투표_#여의동주민센터_#화이팅이님_#남의동네_#투표인증
56	2018-06-09T06:05:56.000Z	meeraepapa	여의동주민센터	급하게_찍느라_포커스가_배경으로_잡혀버렸다_ㅎ//#일상_#사전투표_#여의동주민센터_#누구찍었는지는비밀_#어젠걸그룹도왔다던데	7	#일상_#사전투표_#여의동주민센터_#누구찍었는지는비밀_#어젠걸그룹도왔다던데
58	2017-05-05T04:35:22.000Z	l_jinha	여의동주민센터	#투표	7	#투표
59	2017-05-09T02:52:38.000Z	limwanchul	여의도동_주민센터	#투표인증_#여의도_#좋은소식있기를_#리얼맨	84	#투표인증_#여의도_#좋은소식있기를_#리얼맨
60	2017-05-09T02:01:37.000Z	trotmarin	여의동주민센터	펼친_손가락_갯수와_특정후보완_아무런_관련_없습니다_헤헤헤/#19대대통령선거_#미션컴플리트✌️_#이명박근혜종식_#새로운대한민국🎗	36	#19대대통령선거_#미션컴플리트✌️_#이명박근혜종식_#새로운대한민국🎗
61	2017-05-05T13:12:32.000Z	yheesun	여의동주민센터	남편이랑_투표!❤️/이번_선거에는_최고의_후보가_없어서/최선의_후보를_뽑으려_했으나_없어서/차선의_후보를_뽑으려_했으나_없어서/차악의_후보를_뽑았다/#사표가되고싶진않은데_#다마음에안들어_#사전투표_#투표_#대통령선거_#투표완료_#투표인증_#투표인증_#여의도_#남편_#신혼_#일상_#vote_#voting_#electionday_#childrensday_#holiday_#yeouido	36	#사표가되고싶진않은데_#다마음에안들어_#사전투표_#투표_#대통령선거_#투표완료_#투표인증_#투표인증_#여의도_#남편_#신혼_#일상_#vote_#voting_#electionday_#childrensday_#holiday_#yeouido
62	2017-05-05T07:54:07.000Z	avec_mj	여의동주민센터	#4전투표_#샤샤샤_🙏🏻🙏🏻	18	#4전투표_#샤샤샤
63	2017-05-06T01:27:32.000Z	sm_youngwoolee	여의동주민센터	사전투표하러(4일).../디기_많았어요./대구ㅡ는_전국에서_또_꼴뜽을~~/버릇됩니데이~~~^!^	24	
64	2017-05-05T04:48:18.000Z	l_jinha	여의동주민센터	나_여깃슈#더워_#여의동주민센터	10	#더워_#여의동주민센터
65	2017-05-04T01:30:20.000Z	hoohoo_mom831	여의동주민센터	#사전투표/내가_바라는_대한민국은,/육아맘에게_어린이집,_유치원_걱정없이_다닐_수_있는_것과_난임정부지원_확대,_유연제도_맘놓고_쓰는_것,_서울_아파트값_인하,_어려운_사람들의_복지혜택,/부자들은_적당히_부자가_되는_것_ㅋㅋㅋ/#투표인증_#여의동주민센터_#행복한대한민국_#대통령선거_#권장휴가_#쉬는날	46	#사전투표_#투표인증_#여의동주민센터_#행복한대한민국_#대통령선거_#권장휴가_#쉬는날
66	2018-06-09T03:36:31.000Z	88.11.02	여의동주민센터	멍청이같이_헬스장_직진하다가_돌아갔다옴/13일에_놀기위해_준비했다_@yejin1334_@h_hj0714_./#사전투표_#한여름_#쪄죽겠다_#더워_#여의도_#쉬는날맞니	70	@yejin1334_@h_hj0714_#사전투표_#한여름_#쪄죽겠다_#더워_#여의도_#쉬는날맞니
67	2017-05-04T06:24:04.000Z	hellomorak	여의동주민센터	./사전투표_완료./권리는_지킨다././#19대대선_#선거_#사전투표_#인증_#엄지척👍	21	#19대대선_#선거_#사전투표_#인증_#엄지척👍
68	2017-05-04T01:34:31.000Z	changseok__kim	여의동주민센터	#제19대대통령선거_#사전투표_완료_인증!!/좋은_분이_되셔서_잘_이끌어주시길.._🙏🏻	32	#제19대대통령선거_#사전투표
69	2017-05-05T05:20:17.000Z	felixsuh	여의동주민센터	여의도에서_하는_마지막_투표./정책이나_미래가_아니라_오기로_투표하는_사람들_욕하기에_앞서_나부터_투표합시다./#대선_#사전투표_#권리행사_#democracy	74	#대선_#사전투표_#권리행사_#democracy
70	2017-05-05T07:22:56.000Z	bitna118	여의동주민센터	데이끝나고_당떨어져_떨리는_손으로11/내_옆엔_휠체어탄_환우도_같이_줄서계시다능11/#vote_#투표_#인증샷_#사람짱많다_#날씨좋다_#기분좋다/#촛불들던손으로_#놀러나가는길에_#투표하세욧	21	#vote_#투표_#인증샷_#사람짱많다_#날씨좋다_#기분좋다_#촛불들던손으로_#놀러나가는길에_#투표하세욧
71	2017-05-04T06:45:32.000Z	2hyorin	여의도동_주민센터	#사전투표합시다/전국_어디서든_투표_가능합니다/놀러가서도_소중한_한표_행사합시다!!!👍/./././#여의도_#직장인_#대선_#투표_#인증샷/#투표합시다_#권리행사_#사전투표_#투표인증/#투표하고사무실로_#싸펑피펑	1,114	#사전투표합시다_#여의도_#직장인_#대선_#투표_#인증샷_#투표합시다_#권리행사_#사전투표_#투표인증_#투표하고사무실로_#싸펑피펑
72	2017-05-04T05:10:48.000Z	makeup.kim_jeongsun	여의동주민센터	2017.5.4./무엇이든_물어보세요_끝나기전에_갔다와야했기땜에_택시타고_꺼이꺼이.../아.....4층...../4층까지_뻘뻘_걸어올라감.../4층이_신의_한수..../(엘리베이터_탈껄...😂😂)/😂😅🤣😓😪🤤/#사전투표완료⭕️_@kbanzil/#국민의권리이자의무/#권리행사_#여의도동사무소4층_#여의동주민센터_#여의도동사전투표소_#조기대선	16	#사전투표완료⭕️_@kbanzil_#국민의권리이자의무_#권리행사_#여의도동사무소4층_#여의동주민센터_#여의도동사전투표소_#조기대선
73	2017-05-05T13:30:21.000Z	krh_224	여의동주민센터	#사전투표_#넘나타지역	11	#사전투표_#넘나타지역
74	2016-04-08T06:42:43.000Z	felixsuh	여의동주민센터	콘크리트층_욕하기_전에_본인의_권리부터_행사합시다./다같이_나쁜놈이라고_투표_안하면_제일_나쁜_새끼가_다해먹는게_선거이자_투표입니다./#사전투표_#democracy	35	#사전투표_#democracy
76	2020-04-11T07:37:30.000Z	miobeauty_official	여의도동_주민센터	4.15_총선_사전투표_완료!/⠀/15일날_주민등록상_구에서_투표가_불가능하다면,/오늘_6시까지_전지역_주민센터에서_투표하세요!/⠀/특히_관외주민일경우_대기시간없이_바로_투표_가능해서/저도_여의도주민센터에서_바로했어요./⠀/*관내에서_하시면_대기시간_기본_30분.../⠀/여러분_한_표가_나라를_바꿀_수_있어요!/⠀/⠀/#크리에이터스리그_#브릭씨투표인증챌린지_#투표인증_#브릭씨	185	#크리에이터스리그_#브릭씨투표인증챌린지_#투표인증_#브릭씨
77	2017-05-05T02:48:15.000Z	lilian_rohan_mom	여의동주민센터	어린이날의_시작은_사전투표👍👍/./././#어린이날_#사전투표_#엄지척_#다문화가족_#아빠와딸_#엘사공주_#귀요미_#공주_#혼혈아기_#다문화둥이_#키즈패션_#키즈모델_#아동모델_#다문화모델_#얼짱_#아역_#딸바보_#맘스타그램_#딸스타그램_#애스타그램_#키즈스타그램_#vote_#publicholiday_#daddyanddaughter_#kidsfashion_#kidsmodel_#daily_#ootd_#cute_#pretty	54	#어린이날_#사전투표_#엄지척_#다문화가족_#아빠와딸_#엘사공주_#귀요미_#공주_#혼혈아기_#다문화둥이_#키즈패션_#키즈모델_#아동모델_#다문화모델_#얼짱_#아역_#딸바보_#맘스타그램_#딸스타그램_#애스타그램_#키즈스타그램_#vote_#publicholiday_#daddyanddaughter_#kidsfashion_#kidsmodel_#daily_#ootd_#cute_#pretty
79	2017-05-04T07:41:07.000Z	deepdeeperdeep	여의동주민센터	반지처럼_보이게_하려고_4번째에_찍었건만_다_지워지고_반지는_커녕_점에_털난것같이_보여서_그냥_족발컷으로_대신하는_투표인증샷	21	
